"id","id_gov.co","administrative_area_level","administrative_area_level_2","administrative_area_level_3","key_gadm","key_google_mobility","key_hasc","key_jhu_csse","key_local","latitude","longitude","population","population_data_source_url","population_data_source"
"93fa5a72","25402",3,"Cundinamarca","La Vega","COL.14.51_1","ChIJyXSEIkeEQI4RCDGIOrx4AWw","CO.CU.LV","COCUN25402","25402",4.95974993705752,-74.3671418098849,17095,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"e390aefd","25407",3,"Cundinamarca","Lenguazaque","COL.14.52_1",,"CO.CU.LE","COCUN25407","25407",5.2798500061036,-73.7122425353923,11999,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"a6a1fce9","25426",3,"Cundinamarca","Machetá","COL.14.53_1",,"CO.CU.MC","COCUN25426","25426",5.01909995079043,-73.6387152418522,7173,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"56d9689d","25430",3,"Cundinamarca","Madrid","COL.14.54_1","ChIJcZjlfrV5P44R7lPXJrVoWxI","CO.CU.MD","COCUN25430","25430",4.76360106468206,-74.2949220152089,109694,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"bfbacda8","25436",3,"Cundinamarca","Manta","COL.14.55_1",,"CO.CU.MN","COCUN25436","25436",4.95970010757458,-73.5862533907617,2870,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"5802e0af","25438",3,"Cundinamarca","Medina","COL.14.56_1",,"CO.CU.ME","COCUN25438","25438",4.5117495059967,-73.4003063280092,8630,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"abbcfc23","25473",3,"Cundinamarca","Mosquera","COL.14.57_1","ChIJNVE00PZ3P44RrlWvM8U7oGg","CO.CU.MO","COCUN25473","25473",4.66574954986575,-74.2512741088867,266033,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"2c24e0ec","25483",3,"Cundinamarca","Nariño","COL.14.58_1",,"CO.CU.NA","COCUN25483","25483",4.37310099601748,-74.8457330293374,2630,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"5c4e1463","25486",3,"Cundinamarca","Nemocón","COL.14.59_1",,"CO.CU.NE","COCUN25486","25486",5.06870102882382,-73.9057292148809,17279,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"bbf63964","25488",3,"Cundinamarca","Nilo","COL.14.60_1","ChIJwyVuuIYhP44ROLenj3GZKJc","CO.CU.NI","COCUN25488","25488",4.27605009078982,-74.6377942642746,54968,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"ccf109f2","25489",3,"Cundinamarca","Nimaima","COL.14.61_1",,"CO.CU.NM","COCUN25489","25489",5.12790036201474,-74.3906589977901,9355,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"db31b081","25491",3,"Cundinamarca","Nocaima","COL.14.62_1",,"CO.CU.NO","COCUN25491","25491",5.04697036743164,-74.3994793894094,6078,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"fc243192","25513",3,"Cundinamarca","Pacho","COL.14.63_1","ChIJReiUDg1hQI4RFXglyxNnk_8","CO.CU.PC","COCUN25513","25513",5.14775061607364,-74.1727547834263,28202,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"6bf6e81a","25518",3,"Cundinamarca","Paime","COL.14.64_1",,"CO.CU.PM","COCUN25518","25518",5.36240100860599,-74.186046020219,4829,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"496df7f2","25524",3,"Cundinamarca","Pandi","COL.14.65_1",,"CO.CU.PD","COCUN25524","25524",4.15270066261297,-74.4861505988957,6613,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"571b02aa","25530",3,"Cundinamarca","Paratebueno","COL.14.66_1","ChIJix5WUuVoFY4RKHAWHpiyIkQ","CO.CU.PB","COCUN25530","25530",4.45120096206668,-73.1609093118185,8892,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"2771f625","25535",3,"Cundinamarca","Pasca","COL.14.67_1",,"CO.CU.PA","COCUN25535","25535",4.29120016098028,-74.2785571063484,15535,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"dd79a682","25572",3,"Cundinamarca","Puerto Salgar","COL.14.68_1",,"CO.CU.PS","COCUN25572","25572",5.57305097579967,-74.6182416994194,26929,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"b4efdb61","25580",3,"Cundinamarca","Pulí","COL.14.69_1",,"CO.CU.PU","COCUN25580","25580",4.68034958839422,-74.6890522200198,2626,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"43fa8b0c","25592",3,"Cundinamarca","Quebradanegra","COL.14.70_1",,"CO.CU.QN","COCUN25592","25592",5.09290099143988,-74.5223045446491,4323,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"aa992e39","25594",3,"Cundinamarca","Quetame","COL.14.71_1",,"CO.CU.QT","COCUN25594","25594",4.30025100708008,-73.861762668843,8622,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"44974f15","25596",3,"Cundinamarca","Quipile","COL.14.72_1",,"CO.CU.QP","COCUN25596","25596",4.69835042953491,-74.5753687409486,6395,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"8965bf5d","25612",3,"Cundinamarca","Ricaurte","COL.14.73_1","ChIJR6UayYgmP44RErHlhpKYG8k","CO.CU.RI","COCUN25612","25612",4.29415059089658,-74.7423223765709,13926,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"6a76debb","25645",3,"Cundinamarca","San Antonio del Tequendama","COL.14.74_1",,"CO.CU.ST","COCUN25645","25645",4.58665013313294,-74.3628362310571,15036,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"63c09290","25649",3,"Cundinamarca","San Bernardo","COL.14.75_1",,"CO.CU.SB","COCUN25649","25649",4.11760044097895,-74.357352040319,5812,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"9a0e4acf","25653",3,"Cundinamarca","San Cayetano","COL.14.76_1",,"CO.CU.SY","COCUN25653","25653",5.30170059204102,-74.0925502862628,5982,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"0ddc9347","25658",3,"Cundinamarca","San Francisco","COL.14.77_1",,"CO.CU.SF","COCUN25658","25658",4.93715047836312,-74.281296985217,11613,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"c624299a","25662",3,"Cundinamarca","San Juan de Río Seco","COL.14.78_1",,"CO.CU.SJ","COCUN25662","25662",4.84044885635373,-74.6953432716255,9267,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"68723c74","25718",3,"Cundinamarca","Sasaima","COL.14.80_1",,"CO.CU.SA","COCUN25718","25718",4.93885850906383,-74.4430489132128,10902,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"bdfc73f1","25736",3,"Cundinamarca","Sesquilé","COL.14.81_1",,"CO.CU.SE","COCUN25736","25736",4.98655033111584,-73.8030805234218,106421,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"1bde4003","25740",3,"Cundinamarca","Sibaté","COL.14.82_1","ChIJSaumB4QJP44RWI7oI1bwnUU","CO.CU.SI","COCUN25740","25740",4.44340085983276,-74.2818241119385,55012,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"82d711b9","25743",3,"Cundinamarca","Silvania","COL.14.83_1","ChIJXWHKRu4PP44RZC8E8tzXy2Y","CO.CU.SV","COCUN25743","25743",4.41885018348702,-74.3807896157497,24787,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"6bb4b48c","25745",3,"Cundinamarca","Simijaca","COL.14.84_1",,"CO.CU.SM","COCUN25745","25745",5.51329994201663,-73.8654327187082,16196,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"05a8b55b","25754",3,"Cundinamarca","Soacha","COL.14.85_1","ChIJr3k57n51P44RBCnQHcRTbco","CO.CU.SH","COCUN25754","25754",4.50364995002752,-74.3578835649961,827025,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"0c1ef970","25758",3,"Cundinamarca","Sopó","COL.14.86_1","ChIJwxIXHCd0QI4RoqizjKgQOYE","CO.CU.SO","COCUN25758","25758",4.87200045585641,-73.9779163039953,47076,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"50349a25","25769",3,"Cundinamarca","Subachoque","COL.14.87_1","ChIJUenggDl8QI4R7EcyEEZ2FNU","CO.CU.SQ","COCUN25769","25769",4.92059969902044,-74.1920438179294,23812,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"defd72ec","25772",3,"Cundinamarca","Suesca","COL.14.88_1","ChIJB6OSckkUQI4RAlFf61bzheI","CO.CU.SC","COCUN25772","25772",5.11875104904183,-73.8235395403492,24458,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"ae978663","25777",3,"Cundinamarca","Supatá","COL.14.89_1",,"CO.CU.SP","COCUN25777","25777",5.04444980621349,-74.2504120821757,4268,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"492fab64","25779",3,"Cundinamarca","Susa","COL.14.90_1",,"CO.CU.SS","COCUN25779","25779",5.41765046119699,-73.861246461753,20377,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"c06c3f99","25781",3,"Cundinamarca","Sutatausa","COL.14.91_1",,"CO.CU.SU","COCUN25781","25781",5.22259950637823,-73.8764215663097,5671,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"c701fb80","25785",3,"Cundinamarca","Tabio","COL.14.92_1","ChIJJc9OpD15QI4R-YMHmvsoyZw","CO.CU.TB","COCUN25785","25785",4.93345046043402,-74.0968272637518,51993,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"37796ff4","25793",3,"Cundinamarca","Tausa","COL.14.93_1",,"CO.CU.TS","COCUN25793","25793",5.18240046501163,-73.9785165795324,10824,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"3014abed","25797",3,"Cundinamarca","Tena","COL.14.94_1","ChIJkTOFEZlxP44RVZust3dm6GQ","CO.CU.TE","COCUN25797","25797",4.66600036621105,-74.3895538450061,10119,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"d7ac86ea","25799",3,"Cundinamarca","Tenjo","COL.14.95_1","ChIJb3cLQR6BP44RADyftFpRkx0","CO.CU.TJ","COCUN25799","25799",4.81795048713684,-74.1688885515274,23719,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"048436b5","25805",3,"Cundinamarca","Tibacuy","COL.14.96_1",,"CO.CU.TY","COCUN25805","25805",4.30730009078982,-74.5067729326569,4695,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"ea8a5799","25807",3,"Cundinamarca","Tibirita","COL.14.97_1",,"CO.CU.TI","COCUN25807","25807",5.0488998889924,-73.5429050407242,2191,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"1d9f07f4","25815",3,"Cundinamarca","Tocaima","COL.14.98_1",,"CO.CU.TM","COCUN25815","25815",4.47355055809024,-74.6816668191913,21955,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"f39166d8","25817",3,"Cundinamarca","Tocancipá","COL.14.99_1","ChIJS8nEacFzQI4R-jkIPnR7ItI","CO.CU.TC","COCUN25817","25817",4.95224952697757,-73.9590448641024,68910,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"dfd1f102","25823",3,"Cundinamarca","Topaipí","COL.14.100_1",,"CO.CU.TP","COCUN25823","25823",5.34099936485299,-74.3039200946586,3376,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"261f295d","25839",3,"Cundinamarca","Ubalá","COL.14.101_1",,"CO.CU.UL","COCUN25839","25839",4.78475141525271,-73.4834886558136,11875,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"678537a8","25841",3,"Cundinamarca","Ubaque","COL.14.102_1",,"CO.CU.UQ","COCUN25841","25841",4.49630045890817,-74.0163017328939,7604,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"60e8f3b1","25845",3,"Cundinamarca","Une","COL.14.103_1",,"CO.CU.UN","COCUN25845","25845",4.3423504829407,-74.0573296408994,10925,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"7e9e06e9","25851",3,"Cundinamarca","Utica","COL.14.104_1",,"CO.CU.UT","COCUN25851","25851",5.1661999225617,-74.5066122752286,5787,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"9555f45c","25506",3,"Cundinamarca","Venecia","COL.14.105_1",,"CO.CU.OS","COCUN25506","25506",4.04380011558538,-74.4721078493709,3213,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"ccba0490","25862",3,"Cundinamarca","Vergara","COL.14.106_1",,"CO.CU.VE","COCUN25862","25862",5.10445046424869,-74.3143951345128,4931,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"bcd0f01f","25867",3,"Cundinamarca","Vianí","COL.14.107_1",,"CO.CU.VN","COCUN25867","25867",4.87304949760446,-74.5863517475022,4103,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"898b5684","25843",3,"Cundinamarca","Villa de San Diego de Ubaté","COL.14.108_1","ChIJrz00T244QI4RFgmpdYLmO3Y","CO.CU.UB","COCUN25843","25843",5.29835009574896,-73.8508032972866,44796,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"4ca8646b","25871",3,"Cundinamarca","Villagómez","COL.14.109_1",,"CO.CU.VG","COCUN25871","25871",5.25789999961856,-74.2098463637755,1789,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"a2a60547","25873",3,"Cundinamarca","Villapinzón","COL.14.110_1",,"CO.CU.VP","COCUN25873","25873",5.21654987335205,-73.6206111330914,22291,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"4bc5a072","25875",3,"Cundinamarca","Villeta","COL.14.111_1","ChIJJ-WzHkGaQI4Rt1l5DHuqchQ","CO.CU.VL","COCUN25875","25875",5.00040102005008,-74.495307955518,25943,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"3574dccf","25878",3,"Cundinamarca","Viotá","COL.14.112_1",,"CO.CU.VI","COCUN25878","25878",4.41825056076056,-74.5175871898695,11771,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"cc5dbcbd","25885",3,"Cundinamarca","Yacopí","COL.14.113_1",,"CO.CU.YA","COCUN25885","25885",5.59829902648932,-74.4450594895504,16215,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"abf7f141","25898",3,"Cundinamarca","Zipacón","COL.14.114_1",,"CO.CU.ZC","COCUN25898","25898",4.74065017700204,-74.406414386335,7141,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"dcf0c1d7","25899",3,"Cundinamarca","Zipaquirá","COL.14.115_1","ChIJg4Q8Q-BvQI4RaeeppsVAiLk","CO.CU.ZQ","COCUN25899","25899",5.0473499298096,-74.0767540847191,155972,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"4ab2ef11","94343",3,"Guainía","Barranco Minas","COL.15.1_1",,,"COGUA94343","94343",2.98145055770883,-69.7676808935772,14500,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"9a38bb73","94886",3,"Guainía","Cacahual","COL.15.2_1",,"CO.GN.CA","COGUA94886","94886",3.36489999294281,-67.5596554002617,3195,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"7e4f4f78","94663",3,"Guainía","Mapiripana",,,,"COGUA94663","94663",2.81,-70.27,10122,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"7d809674","94888",3,"Guainía","Morichal Nuevo",,,,"COGUA94888","94888",2.2637,-69.9185,776,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"ed3f8be5","94887",3,"Guainía","Pana Pana","COL.15.4_1",,"CO.GN.PA","COGUA94887","94887",2.01130008697515,-69.0890339695185,7528,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"7436da5f","94884",3,"Guainía","Puerto Colombia","COL.15.5_1",,"CO.GN.PC","COGUA94884","94884",2.42714953422546,-68.3875698251316,12421,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"c296f560","94001",3,"Guainía","Puerto Inírida","COL.15.6_1",,"CO.GN.IN","COGUA94001","94001",2.95999991893771,-68.6498762394502,59187,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"ea524ffc","94883",3,"Guainía","San Felipe","COL.15.7_1",,"CO.GN.SF","COGUA94883","94883",2.0926810503006,-67.2238182289003,4335,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"645c675d","95015",3,"Guaviare","Calamar","COL.16.1_1",,"CO.GV.CM","COGUV95015","95015",1.43830096721655,-72.9842204143326,14756,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"4f71349e","95025",3,"Guaviare","El Retorno","COL.16.2_1",,"CO.GV.ER","COGUV95025","95025",1.93129646778107,-72.2800789422176,41285,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"0ea976fd","95200",3,"Guaviare","Miraflores","COL.16.3_1",,"CO.GV.MF","COGUV95200","95200",1.21919953823092,-72.1554530174572,16556,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"7a2a9205","95001",3,"Guaviare","San José del Guaviare","COL.16.4_1","ChIJQzV8WLhRF44RAheS1m_MMKA","CO.GV.SJ","COGUV95001","95001",2.34345102310189,-71.9594575888443,111763,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"93bc5440","41006",3,"Huila","Acevedo","COL.17.1_1",,"CO.HU.AC","COHUI41006","41006",1.70190054178244,-75.9490321416141,43019,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"facd918e","41013",3,"Huila","Agrado","COL.17.2_1",,"CO.HU.AG","COHUI41013","41013",2.28560054302221,-75.7485302178897,10612,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"8aa76501","41016",3,"Huila","Aipe","COL.17.3_1",,"CO.HU.AI","COHUI41016","41016",3.24125051498424,-75.5008711811276,41871,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"48e993f7","41020",3,"Huila","Algeciras","COL.17.4_1",,"CO.HU.AL","COHUI41020","41020",2.50559949874875,-75.329093145274,28643,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"a18a36c2","41026",3,"Huila","Altamira","COL.17.5_1",,"CO.HU.AM","COHUI41026","41026",2.04995048046112,-75.8200128300599,6299,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"3b45ef80","41078",3,"Huila","Baraya","COL.17.6_1",,"CO.HU.BA","COHUI41078","41078",3.15635108947762,-75.0105600167577,10856,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"be3ea9ad","41132",3,"Huila","Campoalegre","COL.17.7_1","ChIJscrEuflAO44RkMdJpXimJro","CO.HU.CA","COHUI41132","41132",2.6427499055863,-75.3711659636289,41503,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"9038802e","41206",3,"Huila","Colombia","COL.17.8_1",,"CO.HU.CO","COHUI41206","41206",3.4362499713898,-74.7068252563476,13587,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"1a5a2406","41244",3,"Huila","Elías","COL.17.9_1",,"CO.HU.EL","COHUI41244","41244",1.9830499887467,-76.0003512709949,4421,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"a6421660","41298",3,"Huila","Garzón","COL.17.10_1","ChIJyc4PbXjZJI4Rzlh842fQCzE","CO.HU.GA","COHUI41298","41298",2.18095052242276,-75.5839822355401,123688,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"91faea19","41306",3,"Huila","Gigante","COL.17.11_1",,"CO.HU.GI","COHUI41306","41306",2.37729895114904,-75.5541078568068,44807,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"185ec6c9","41319",3,"Huila","Guadalupe","COL.17.12_1",,"CO.HU.GD","COHUI41319","41319",2.01395058631906,-75.6925122518174,28017,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"6529328c","41349",3,"Huila","Hobo","COL.17.13_1",,"CO.HU.HO","COHUI41349","41349",2.54694998264316,-75.4673757242849,8402,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"9b8a2eca","41357",3,"Huila","Iquira","COL.17.14_1",,"CO.HU.IQ","COHUI41357","41357",2.74395096302035,-75.7350279068878,16086,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"7c3203cd","41359",3,"Huila","Isnos","COL.17.15_1",,"CO.HU.IS","COHUI41359","41359",1.99079996347433,-76.2885845799199,32463,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"390351d9","41378",3,"Huila","La Argentina","COL.17.16_1",,"CO.HU.LA","COHUI41378","41378",2.17778050899508,-76.1913210584768,17784,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"40385150","41396",3,"Huila","La Plata","COL.17.17_1","ChIJmXkTihNKJY4RQjeNPi4OsRs","CO.HU.LP","COHUI41396","41396",2.3367010354996,-76.0828183466432,72371,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"2c06821b","41483",3,"Huila","Nátaga","COL.17.18_1",,"CO.HU.NA","COHUI41483","41483",2.63974940776836,-75.8340877112586,6667,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"0dd8c1e3","41001",3,"Huila","Neiva","COL.17.19_1","ChIJH2cga0B0O44RNytGfiLJApo","CO.HU.NE","COHUI41001","41001",3.02614951133737,-75.4393399082881,420485,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"e51d6224","41503",3,"Huila","Oporapa","COL.17.20_1",,"CO.HU.OP","COHUI41503","41503",2.07019948959351,-76.0315063802687,17093,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"6bd48aed","41518",3,"Huila","Paicol","COL.17.21_1",,"CO.HU.PC","COHUI41518","41518",2.39055049419406,-75.7729511260986,6316,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"494f9505","41524",3,"Huila","Palermo","COL.17.22_1","ChIJ7S7itbkOO44R2uuLP40NVeI","CO.HU.PM","COHUI41524","41524",2.8697509765625,-75.4368833410681,47574,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"5739605d","41530",3,"Huila","Palestina","COL.17.23_1",,"CO.HU.PL","COHUI41530","41530",1.63560050725945,-76.118147385354,14562,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"16a37ea8","41548",3,"Huila","Pital","COL.17.24_1",,"CO.HU.PI","COHUI41548","41548",2.23880052566528,-75.8883999598154,16613,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"7664f74d","41551",3,"Huila","Pitalito","COL.17.25_1","ChIJE-m1g4AMJY4RUaLocjJ9SPo","CO.HU.PT","COHUI41551","41551",1.74025005102166,-76.1715429736118,177182,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"17234809","41615",3,"Huila","Rivera","COL.17.26_1","ChIJ7QROVzpvO44RfFQRfJx_zmE","CO.HU.RI","COHUI41615","41615",2.77125000953677,-75.2157000638462,22711,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
