"id","id_gov_uk","id_github.oxcgrt.covidpolicytracker","administrative_area_level","administrative_area_level_2","administrative_area_level_3","key_gadm","key_google_mobility","key_hasc","key_jhu_csse","key_local","key_nuts","latitude","longitude","population"
"a73e6cc6","S12000008",,3,"Scotland","East Ayrshire","GBR.3.8.1_1",,"GB.EA.EA",,"S12000008","UKM93",55.4461040496827,-4.24503672635278,121600
"bde3d57f","S12000045",,3,"Scotland","East Dunbartonshire","GBR.3.9.1_1",,"GB.ED.ED",,"S12000045","UKM81",55.9594268798829,-4.20370257035248,108750
"b0fed5b5","S12000010",,3,"Scotland","East Lothian","GBR.3.10.1_1","East Lothian Council","GB.EL.EL",,"S12000010","UKM73",55.9389591217041,-2.72985560653504,107900
"c7f9e523","S12000011",,3,"Scotland","East Renfrewshire","GBR.3.11.1_1",,"GB.ER.ER",,"S12000011","UKM83",55.7424430847169,-4.3658419090125,96060
"b79311ac","S12000014",,3,"Scotland","Falkirk","GBR.3.14.1_1",,"GB.FK.FK",,"S12000014","UKM76",55.9963073730469,-3.74831084349541,160560
"53edb453","S12000047",,3,"Scotland","Fife","GBR.3.15.1_1",,"GB.FI.FI",,"S12000047","UKM72",56.2301387786866,-2.97976410537796,374130
"b4559954","S12000049",,3,"Scotland","Glasgow City","GBR.3.16.1_1",,"GB.GG.GG",,"S12000049","UKM82",55.853967666626,-4.21502340036306,635640
"2e9a4016","S12000017",,3,"Scotland","Highland","GBR.3.17.1_1",,"GB.HI.HI",,"S12000017","UKM61",57.5847225189209,-5.07388830184935,235430
"be255d87","S12000018",,3,"Scotland","Inverclyde","GBR.3.18.1_1",,"GB.IC.IC",,"S12000018","UKM83",55.9030551910402,-4.75317848741442,77060
"c9226d11","S12000019",,3,"Scotland","Midlothian","GBR.3.19.1_1",,"GB.ML.ML",,"S12000019","UKM73",55.8204860687255,-3.12193075504097,93150
"9bd38676","S12000020",,3,"Scotland","Moray","GBR.3.20.1_1",,"GB.MO.MO",,"S12000020","UKM62",57.4030170440673,-3.19884568463816,95710
"ecd4b6e0","S12000021",,3,"Scotland","North Ayrshire","GBR.3.21.1_1","North Ayrshire Council","GB.NR.NR",,"S12000021","UKM93",55.724027633667,-4.72572340772256,134250
"d49210b1","S12000050",,3,"Scotland","North Lanarkshire","GBR.3.22.1_1",,"GB.NN.NN",,"S12000050","UKM84",55.8824901580811,-3.97911958459848,341140
"02dad7cc","S12000023",,3,"Scotland","Orkney Islands","GBR.3.23.1_1","Orkney","GB.OR.OR",,"S12000023","UKM65",58.9416675567627,-3.12805497646329,22400
"c352a9c2","S12000048",,3,"Scotland","Perth and Kinross","GBR.3.24.1_1",,"GB.PK.PK",,"S12000048","UKM77",56.5369338989258,-3.6796329168854,151910
"8c133f05","S12000038",,3,"Scotland","Renfrewshire","GBR.3.25.1_1",,"GB.RF.RF",,"S12000038","UKM83",55.8450775146485,-4.49769758510651,179390
"72b02343","S12000026",,3,"Scotland","Scottish Borders","GBR.3.26.1_1","Scottish Borders","GB.BO.BO",,"S12000026","UKM91",55.5287494659424,-2.86180025062276,115240
"05b713d5","S12000027",,3,"Scotland","Shetland Islands","GBR.3.27.1_1",,"GB.SH.SH",,"S12000027","UKM66",60.2450542449952,-1.44375002384182,22870
"95080e44","S12000028",,3,"Scotland","South Ayrshire","GBR.3.28.1_1","South Ayrshire Council","GB.SA.SA",,"S12000028","UKM94",55.300277709961,-4.64091945520898,112140
"e20f3ed2","S12000029",,3,"Scotland","South Lanarkshire","GBR.3.29.1_1",,"GB.SL.SL",,"S12000029","UKM95",55.5629024505616,-3.75234220911373,320820
"82c8b737","S12000030",,3,"Scotland","Stirling","GBR.3.30.1_1",,"GB.ZG.ZG",,"S12000030","UKM77",56.2670822143556,-4.37635897486492,94080
"fb140f93","S12000039",,3,"Scotland","West Dunbartonshire","GBR.3.31.1_1",,"GB.WD.WD",,"S12000039","UKM81",55.9837074279786,-4.53257802503376,88340
"cd8921f0","S12000040",,3,"Scotland","West Lothian","GBR.3.32.1_1",,"GB.WH.WH",,"S12000040","UKM78",55.8866729736329,-3.60078044565674,183820
"ac2b1890","W06000019",,3,"Wales","Blaenau Gwent","GBR.4.2.1_1",,"GB.BG.BG",,"W06000019","UKL16",51.7453193664551,-3.20233228473262,70020
"4cfef18e","W06000013",,3,"Wales","Bridgend","GBR.4.3.1_1",,"GB.BJ.BJ",,"W06000013","UKL17",51.5792922973633,-3.56152964054795,147539
"db2c2806","W06000018",,3,"Wales","Caerphilly","GBR.4.4.1_1",,"GB.CP.CP",,"W06000018","UKL16",51.6677856445313,-3.19815881533288,181731
"a59d54bb","W06000015",,3,"Wales","Cardiff","GBR.4.5.1_1","Cardiff","GB.CA.CA",,"W06000015","UKL22",51.5073547363282,-3.20186849015754,369202
"d5f7a034","W06000010",,3,"Wales","Carmarthenshire","GBR.4.6.1_1",,"GB.CI.CI",,"W06000010","UKL14",51.8936805725098,-4.21564231897741,190073
"c2371947","W06000008",,3,"Wales","Ceredigion","GBR.4.7.1_1",,"GB.CG.CG",,"W06000008","UKL14",52.2933330535888,-3.94968951235477,72895
"55e5c0cf","W06000003",,3,"Wales","Conwy","GBR.4.8.1_1",,"GB.CW.CW",,"W06000003","UKL13",53.1522445678711,-3.79730109277901,118184
"cb81556c","W06000004",,3,"Wales","Denbighshire","GBR.4.9.1_1",,"GB.DI.DI",,"W06000004","UKL13",53.1081104278565,-3.35424156761745,96664
"bc8665fa","W06000005",,3,"Wales","Flintshire","GBR.4.10.1_1",,"GB.FL.FL",,"W06000005","UKL23",53.2205562591553,-3.19381369885642,156847
"22e2f059","W06000002",,3,"Wales","Gwynedd","GBR.4.11.1_1","Gwynedd","GB.GD.GD",,"W06000002","UKL12",52.8952770233155,-3.82552471123359,125171
"bbeba1e3","W06000001",,3,"Wales","Isle of Anglesey","GBR.4.1.1_1","Isle of Anglesey","GB.AY.AY",,"W06000001","UKL11",53.27805519104,-4.33194494247434,70440
"f9b737ee","W06000024",,3,"Wales","Merthyr Tydfil","GBR.4.12.1_1","Merthyr Tydfil County Borough","GB.MT.MT",,"W06000024","UKL15",51.7320709228515,-3.37934822237529,60424
"89ddc361","W06000021",,3,"Wales","Monmouthshire","GBR.4.13.1_1",,"GB.MM.MM",,"W06000021","UKL21",51.7741451263428,-2.86049083670092,95164
"3bf9c118","W06000012",,3,"Wales","Neath Port Talbot","GBR.4.14.1_1","Neath Port Talbot Principle Area","GB.NP.NP",,"W06000012","UKL17",51.672082901001,-3.74311102980407,144386
"10d492db","W06000022",,3,"Wales","Newport","GBR.4.15.1_1",,"GB.NO.NO",,"W06000022","UKL21",51.5825843811036,-2.98538355123519,156447
"b53029d1","W06000009",,3,"Wales","Pembrokeshire","GBR.4.16.1_1",,"GB.PE.PE",,"W06000009","UKL14",51.8568058013916,-4.92612410207138,126751
"67d3a24d","W06000023",,3,"Wales","Powys","GBR.4.17.1_1","Powys","GB.PO.PO",,"W06000023","UKL24",52.3284645080567,-3.3348081976535,133030
"3c940501","W06000016",,3,"Wales","Rhondda Cynon Taf","GBR.4.18.1_1",,"GB.RT.RT",,"W06000016","UKL15",51.6663684844971,-3.46090259168614,241873
"a2f090a2","W06000011",,3,"Wales","Swansea","GBR.4.19.1_1","Swansea","GB.SW.SW",,"W06000011","UKL18",51.6508331298828,-3.98571760015949,246563
"fedaf3f7","W06000020",,3,"Wales","Torfaen","GBR.4.20.1_1",,"GB.TF.TF",,"W06000020","UKL16",51.7081966400147,-3.05385724696202,94832
"d29a642d","W06000014",,3,"Wales","Vale of Glamorgan","GBR.4.21.1_1",,"GB.VG.VG",,"W06000014","UKL22",51.4497222900391,-3.39638900756836,135295
"258f3440","W06000006",,3,"Wales","Wrexham","GBR.4.22.1_1","Wrexham Principal Area","GB.WX.WX",,"W06000006","UKL23",53.0095310211182,-2.97485389955095,136055
